entity_id,name,category_raw,address_clean,postcode_digits,county,city_market,lat,lon,website,phones,emails,maps_url,open_status_norm,working_hours,facebook,instagram,whatsapp,youtube,tiktok,linkedin,twitter
LDI1-RO-DE-1NQA-Q4MB-06,Dr. Andrei Stan,Clinică de stomatologie,"Str. Republicii 97, Cluj-Napoca",400489,Cluj,Cluj-Napoca,46.7583316,23.5934776,https://drandreistan.ro/,+40750444125,contact@drandreistan.ro,https://www.google.com/maps/place/Dr.+Andrei+Stan/data=!4m7!3m6!1s0x47490f4e5b2696a5:0xa11d4ea715d3138a!8m2!3d46.7583316!4d23.5934776!16s%2Fg%2F11j_8vd2wt!19sChIJpZYmW04PSUcRihPTFadOHaE?authuser=0&hl=ro&rclk=1,open,miercuri: 08–17; joi: 08–17; vineri: 08–17; sâmbătă: Închis; duminică: Închis; luni: 08–17; marți: 08–17,,https://www.instagram.com/drandreistan,,https://www.youtube.com/@drandreistan,https://www.tiktok.com/@dentalpremier.ro,,
LDI1-RO-DE-1384-2Y8M-23,SC CLINICA ADADENT SRL,Clinică de stomatologie,"Strada Izlazului 2, Cluj-Napoca",400535,Cluj,Cluj-Napoca,46.755999,23.5637181,https://www.adadent.ro/,+40735537601,info@adadent.ro,"https://www.google.com/maps/place/SC+CLINICA+ADADENT+SRL/@46.755999,23.5637181,17z/data=!3m1!4b1!4m6!3m5!1s0x47490e6585257677:0xcf4fc3bbab3cab8e!8m2!3d46.755999!4d23.5637181!16s%2Fg%2F11_rjr6q0?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,https://www.facebook.com/AdadentCluj,,,,,,
LDI1-RO-DE-A32J-SS3G-03,Vitruvian,Stomatolog,"Strada Cetății 5, Florești",407280,Cluj,Cluj-Napoca,46.7447,23.49546,,+40740216724,,"https://www.google.com/maps/place/Vitruvian/@46.7447,23.49546,17z/data=!3m1!4b1!4m6!3m5!1s0x47490fd112210805:0xe22e3f9e294910a!8m2!3d46.7447!4d23.49546!16s%2Fg%2F1hc2crd0s?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoASAFQAw%3D%3D",unspecified,,,,,,,,
LDI1-RO-DE-12HA-7T8M-00,A SMILE - Implant Dentar Cluj,Clinică de stomatologie,"Strada Melodiei 2, Cluj-Napoca",400350,Cluj,Cluj-Napoca,46.7510029,23.5762549,https://asmile.ro/,+40730618888,contact@asmile.ro,"https://www.google.com/maps/place/A+SMILE+-+Implant+Dentar+Cluj/@46.7510029,23.5762549,17z/data=!3m1!4b1!4m6!3m5!1s0x47490d42b3914fe3:0xdde5fa2d0fb7b3e4!8m2!3d46.7510029!4d23.5762549!16s%2Fg%2F11rzjdr8cb?hl=ro&entry=ttu&g_ep=EgoyMDI2MDExMy4wIKXMDSoKLDEwMDc5MjA3M0gBUAM%3D",open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,,https://www.instagram.com/asmile.cluj,,https://www.youtube.com/@Asmilecluj,https://www.tiktok.com/@asmile.cluj,,
LDI1-RO-DE-1495-Q0YD-34,"INFINITE SMILE - Stomatologie Cluj. Implant Dentar Cluj. Albire Dentara, Fatete Dentare, Ortodontie Cluj",Clinică de stomatologie,"Strada Gheorghe Marinescu nr.6, Cluj-Napoca",400337,Cluj,Cluj-Napoca,46.7632212,23.5835503,https://infinitesmile.ro/,+40728004936,contact@infinitesmile.ro,"https://www.google.com/maps/place/INFINITE+SMILE+-+Stomatologie+Cluj.+Implant+Dentar+Cluj.+Albire+Dentara,+Fatete+Dentare,+Ortodontie+Cluj/data=!4m7!3m6!1s0x47490f374ce1c99b:0xb5bd7573fb1d67d0!8m2!3d46.7632212!4d23.5835503!16s%2Fg%2F11mw5jy8m6!19sChIJm8nhTDcPSUcR0Gcd-3N1vbU?authuser=0&hl=ro&rclk=1",open,miercuri: 09–18; joi: 09–18; vineri: 09–18; sâmbătă: Închis; duminică: Închis; luni: 09–18; marți: 09–18,,,,,,,
LDI1-RO-DE-1SGN-98TV-63,Elitte Dent,Clinică de stomatologie,"Strada Croitorilor 18, Cluj-Napoca",400162,Cluj,Cluj-Napoca,46.7758618,23.5932398,https://www.elitte-dent.ro/,+40742843547,,https://www.google.com/maps/place/Elitte+Dent/data=!4m7!3m6!1s0x47490ea256b3cf79:0x719419add71ab2bf!8m2!3d46.7758618!4d23.5932398!16s%2Fg%2F11f3r1_36v!19sChIJec-zVqIOSUcRv7Ia160ZlHE?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–20; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,,,,,,,
LDI1-RO-DE-1AF5-EN2E-96,PASC DENTAL,Clinică de stomatologie,"Strada Alexandru Vaida Voevod 14A, Cluj-Napoca",400394,Cluj,Cluj-Napoca,46.7746955,23.6203218,https://pascdental.ro/contact/,+40753655228,office@pascdental.ro,https://www.google.com/maps/place/PASC+DENTAL/data=!4m7!3m6!1s0x47490e86b7bb9257:0x45a23522a525abf9!8m2!3d46.7746955!4d23.6203218!16s%2Fg%2F1ptx7_99n!19sChIJV5K7t4YOSUcR-aslpSI1okU?authuser=0&hl=ro&rclk=1,open,miercuri: 09–20; joi: 09–20; vineri: 09–18; sâmbătă: Închis; duminică: Închis; luni: 09–20; marți: 09–20,,https://www.instagram.com/pascdentalcluj,https://wa.me/40753655228,,,,
LDI1-RO-DE-1KTN-73WN-44,Regina Maria Dental Clinics Turda (Clinicile Dentare Dr. Leahu),Clinică de stomatologie,"Cluj, Calea Victoriei 21A, Turda",407405,Cluj,Turda,46.5582838,23.8106491,https://www.reginamaria.ro/dental/turda-dental-clinics,+40219777,,https://www.google.com/maps/place/Regina+Maria+Dental+Clinics+Turda+%28Clinicile+Dentare+Dr.+Leahu%29/data=!4m7!3m6!1s0x4749677937a75de3:0x30b23cdd7b15a563!8m2!3d46.5582838!4d23.8106491!16s%2Fg%2F11h1j_v8mw!19sChIJ412nN3lnSUcRY6UVe908sjA?authuser=0&hl=ro&rclk=1,open,miercuri: 13–21; joi: 13–21; vineri: 09–17; sâmbătă: Închis; duminică: Închis; luni: 09–17; marți: 13–21,,,,,,,
LDI1-RO-DE-9BPW-AXXK-29,Refresh Dent - CABINET STOMATOLOGIC CLUJ NAPOCA,Clinică de stomatologie,"Strada Oașului 86-90, Cluj-Napoca",400268,Cluj,Cluj-Napoca,46.7928652,23.604471,https://refreshdent.ro/,+40722223629,contact@refreshdent.ro,https://www.google.com/maps/place/Refresh+Dent+-+CABINET+STOMATOLOGIC+CLUJ+NAPOCA/data=!4m7!3m6!1s0x47490986029392d5:0x17fffec0d0b02453!8m2!3d46.7928652!4d23.604471!16s%2Fg%2F11g0vyxqqn!19sChIJ1ZKTAoYJSUcRUySw0MD-_xc?authuser=0&hl=ro&rclk=1,open,miercuri: 10–21:30; joi: 10–21:30; vineri: 10–21:30; sâmbătă: Închis; duminică: Închis; luni: 10–21:30; marți: 10–21:30,https://www.facebook.com/refreshdent,https://www.instagram.com/refreshdent,https://wa.me/743933219,,,,
LDI1-RO-DE-MKNJ-B011-22,Prodent - cabinet stomatologic,Stomatolog,"Strada Trifoiului 14, Cluj-Napoca",400478,Cluj,Cluj-Napoca,46.7547403,23.6065313,https://prodent.clinic/,+40771188203,contact@prodent.clinic,https://www.google.com/maps/place/Prodent+-+cabinet+stomatologic/data=!4m7!3m6!1s0x47490d2777b3f4ed:0xf8603b45e309ab58!8m2!3d46.7547403!4d23.6065313!16s%2Fg%2F11gxsgypfz!19sChIJ7fSzdycNSUcRWKsJ40U7YPg?authuser=0&hl=ro&rclk=1,open,,https://www.facebook.com/prodentcluj,https://www.instagram.com/prodent.cluj,,,https://www.tiktok.com/@prodent.clinic,,
LDI1-RO-DE-BP89-SWSM-26,MedicalCor,Clinică de stomatologie,"Strada Louis Pasteur 60, Cluj-Napoca",400353,Cluj,Cluj-Napoca,46.7554512,23.5762901,https://www.medicalcor.ro/,+40729122422,,https://www.google.com/maps/place/MedicalCor/data=!4m7!3m6!1s0x47490e78c8188d79:0x5379ee7960c8b1de!8m2!3d46.7554512!4d23.5762901!16s%2Fg%2F11cjgc0shj!19sChIJeY0YyHgOSUcR3rHIYHnueVM?authuser=0&hl=ro&rclk=1,open,miercuri: 08–20; joi: 08–20; vineri: 08–14; sâmbătă: Închis; duminică: Închis; luni: 08–20; marți: 08–20,https://www.facebook.com/Medicalcor,https://www.instagram.com/medicalcor.clinic,https://wa.me/+40729122422?text=Bun%C4%83+ziua%21+Vreau+s%C4%83+m%C4%83+programez+la+o+consulta%C8%9Bie.,https://www.youtube.com/@Medicalcor-Perfect-Smiles,https://www.tiktok.com/@medical.cor,,
LDI1-RO-DE-TX33-QAQM-26,Stomatologie Cluj,Clinică de stomatologie,"Calea Moților 20, Cluj-Napoca",400000,Cluj,Cluj-Napoca,46.767943,23.5831112,https://stomatologiecluj.com/,+40745559584,office@stomatologiecluj.com,"https://www.google.com/maps/place/Stomatologie+Cluj/@46.767943,23.5831112,17z/data=!3m1!4b1!4m6!3m5!1s0x47490f130b3ab1e1:0x7da7e9b341bae838!8m2!3d46.767943!4d23.5831112!16s%2Fg%2F11qnbs33mw?entry=ttu&g_ep=EgoyMDI1MTAyOC4wIKXMDSoASAFQAw%3D%3D",open,,https://www.facebook.com/draltaweelnizar,https://www.instagram.com/stomatologie_cluj,,,,,
LDI1-RO-DE-1BYR-XW1N-77,AnaDent - Clinică dentară adulți,Clinică de stomatologie,"Strada Nicolae Bălcescu 1, Cluj-Napoca",400394,Cluj,Cluj-Napoca,46.774953,23.595421,https://ana-dent.ro/,+40744144097,contact@ana-dent.ro,https://www.google.com/maps/place/AnaDent+-+Clinic%C4%83+dentar%C4%83+adul%C8%9Bi/data=!4m7!3m6!1s0x47490d0061c41edf:0xd3da4730e36d229a!8m2!3d46.774953!4d23.595421!16s%2Fg%2F11x1nscj85!19sChIJ3x7EYQANSUcRmiJt4zBH2tM?authuser=0&hl=ru&rclk=1,open,miercuri: 08–20; joi: 08–20; vineri: 08–20; sâmbătă: Închis; duminică: Închis; luni: 08–20; marți: 08–20,https://www.facebook.com/CabinetANAdent,https://www.instagram.com/clinica_anadent,,,,,
